universe_id,universe_index,raw_root,discovered_files,all_five_snapshots,snapshot_ids,missing_snapshots,duplicate_snapshot_files,target_omega_m,target_finite,target_consistent_across_snapshots,malformed_filename,complete_status
LH_187,187,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3162,True,True,False,complete
LH_188,188,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2862,True,True,False,complete
LH_189,189,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3074,True,True,False,complete
LH_190,190,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3106,True,True,False,complete
LH_191,191,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1386,True,True,False,complete
LH_192,192,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2474,True,True,False,complete
LH_193,193,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3842,True,True,False,complete
LH_194,194,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.415,True,True,False,complete
LH_195,195,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4698,True,True,False,complete
LH_196,196,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4878,True,True,False,complete
LH_197,197,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2358,True,True,False,complete
LH_198,198,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.219,True,True,False,complete
LH_199,199,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4334,True,True,False,complete
LH_200,200,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.145,True,True,False,complete
LH_201,201,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4966,True,True,False,complete
LH_202,202,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4726,True,True,False,complete
LH_203,203,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4918,True,True,False,complete
LH_204,204,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.185,True,True,False,complete
LH_205,205,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3054,True,True,False,complete
LH_206,206,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3154,True,True,False,complete
LH_207,207,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.357,True,True,False,complete
LH_208,208,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2938,True,True,False,complete
LH_209,209,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3526,True,True,False,complete
LH_210,210,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4318,True,True,False,complete
LH_211,211,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4154,True,True,False,complete
LH_212,212,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2666,True,True,False,complete
LH_213,213,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4502,True,True,False,complete
LH_214,214,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4474,True,True,False,complete
LH_215,215,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.407,True,True,False,complete
LH_216,216,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4794,True,True,False,complete
LH_217,217,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2626,True,True,False,complete
LH_218,218,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.483,True,True,False,complete
LH_219,219,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4902,True,True,False,complete
LH_220,220,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3534,True,True,False,complete
LH_221,221,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.339,True,True,False,complete
LH_222,222,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1102,True,True,False,complete
LH_223,223,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4406,True,True,False,complete
LH_224,224,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4374,True,True,False,complete
LH_225,225,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.249,True,True,False,complete
LH_226,226,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.163,True,True,False,complete
LH_227,227,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.333,True,True,False,complete
LH_228,228,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4262,True,True,False,complete
LH_229,229,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.115,True,True,False,complete
LH_230,230,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.103,True,True,False,complete
LH_231,231,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3866,True,True,False,complete
LH_232,232,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2166,True,True,False,complete
LH_233,233,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2254,True,True,False,complete
LH_234,234,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1074,True,True,False,complete
LH_235,235,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.265,True,True,False,complete
LH_236,236,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2262,True,True,False,complete
LH_237,237,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.221,True,True,False,complete
LH_238,238,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3318,True,True,False,complete
LH_239,239,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.401,True,True,False,complete
LH_240,240,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2438,True,True,False,complete
LH_241,241,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1234,True,True,False,complete
LH_242,242,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3474,True,True,False,complete
LH_243,243,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4122,True,True,False,complete
LH_244,244,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1898,True,True,False,complete
LH_245,245,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4322,True,True,False,complete
LH_246,246,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2314,True,True,False,complete
LH_247,247,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1942,True,True,False,complete
LH_248,248,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1546,True,True,False,complete
LH_249,249,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4666,True,True,False,complete
LH_250,250,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1262,True,True,False,complete
LH_251,251,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4118,True,True,False,complete
LH_252,252,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3634,True,True,False,complete
LH_253,253,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.279,True,True,False,complete
LH_254,254,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4002,True,True,False,complete
LH_255,255,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3158,True,True,False,complete
LH_256,256,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4382,True,True,False,complete
LH_257,257,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1358,True,True,False,complete
LH_258,258,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.231,True,True,False,complete
LH_259,259,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1862,True,True,False,complete
LH_260,260,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4026,True,True,False,complete
LH_261,261,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3058,True,True,False,complete
LH_262,262,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2766,True,True,False,complete
LH_263,263,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3678,True,True,False,complete
LH_264,264,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3626,True,True,False,complete
LH_265,265,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2566,True,True,False,complete
LH_266,266,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2478,True,True,False,complete
LH_267,267,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1194,True,True,False,complete
LH_268,268,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2926,True,True,False,complete
LH_269,269,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.353,True,True,False,complete
LH_270,270,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1166,True,True,False,complete
LH_271,271,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3862,True,True,False,complete
LH_272,272,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.281,True,True,False,complete
LH_273,273,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.183,True,True,False,complete
LH_274,274,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.275,True,True,False,complete
LH_275,275,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.347,True,True,False,complete
LH_276,276,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4458,True,True,False,complete
LH_277,277,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3606,True,True,False,complete
LH_278,278,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1578,True,True,False,complete
LH_279,279,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4094,True,True,False,complete
LH_280,280,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3414,True,True,False,complete
LH_281,281,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2838,True,True,False,complete
LH_282,282,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4174,True,True,False,complete
LH_283,283,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4582,True,True,False,complete
LH_284,284,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.283,True,True,False,complete
LH_285,285,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.321,True,True,False,complete
LH_286,286,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2758,True,True,False,complete
LH_287,287,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4306,True,True,False,complete
LH_288,288,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.141,True,True,False,complete
LH_289,289,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2074,True,True,False,complete
LH_290,290,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3714,True,True,False,complete
LH_291,291,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3118,True,True,False,complete
LH_292,292,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4926,True,True,False,complete
LH_293,293,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2978,True,True,False,complete
LH_294,294,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2558,True,True,False,complete
LH_295,295,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.149,True,True,False,complete
LH_296,296,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2442,True,True,False,complete
LH_297,297,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.161,True,True,False,complete
LH_298,298,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.271,True,True,False,complete
LH_299,299,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2798,True,True,False,complete
LH_300,300,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2614,True,True,False,complete
LH_301,301,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3262,True,True,False,complete
LH_302,302,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2462,True,True,False,complete
LH_303,303,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1594,True,True,False,complete
LH_304,304,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1926,True,True,False,complete
LH_305,305,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.457,True,True,False,complete
LH_306,306,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.251,True,True,False,complete
LH_307,307,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.375,True,True,False,complete
LH_308,308,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.361,True,True,False,complete
LH_309,309,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2226,True,True,False,complete
LH_310,310,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1922,True,True,False,complete
LH_311,311,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1086,True,True,False,complete
LH_312,312,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1754,True,True,False,complete
LH_313,313,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1242,True,True,False,complete
LH_314,314,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1614,True,True,False,complete
LH_315,315,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3422,True,True,False,complete
LH_316,316,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1634,True,True,False,complete
LH_317,317,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4594,True,True,False,complete
LH_318,318,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4998,True,True,False,complete
LH_319,319,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4986,True,True,False,complete
LH_320,320,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4882,True,True,False,complete
LH_321,321,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.365,True,True,False,complete
LH_322,322,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.105,True,True,False,complete
LH_323,323,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4566,True,True,False,complete
LH_324,324,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1186,True,True,False,complete
LH_325,325,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1114,True,True,False,complete
LH_326,326,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1882,True,True,False,complete
LH_327,327,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1506,True,True,False,complete
LH_328,328,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.253,True,True,False,complete
LH_329,329,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.205,True,True,False,complete
LH_330,330,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4758,True,True,False,complete
LH_331,331,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.459,True,True,False,complete
LH_332,332,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3354,True,True,False,complete
LH_333,333,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4642,True,True,False,complete
LH_334,334,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1598,True,True,False,complete
LH_335,335,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2258,True,True,False,complete
LH_336,336,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3114,True,True,False,complete
LH_337,337,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3486,True,True,False,complete
LH_338,338,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2402,True,True,False,complete
LH_339,339,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1362,True,True,False,complete
LH_340,340,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.125,True,True,False,complete
LH_341,341,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2634,True,True,False,complete
LH_342,342,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1094,True,True,False,complete
LH_343,343,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.247,True,True,False,complete
LH_344,344,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.381,True,True,False,complete
LH_345,345,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3394,True,True,False,complete
LH_346,346,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3338,True,True,False,complete
LH_347,347,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.189,True,True,False,complete
LH_348,348,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3222,True,True,False,complete
LH_349,349,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.421,True,True,False,complete
LH_350,350,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4938,True,True,False,complete
LH_351,351,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4506,True,True,False,complete
LH_352,352,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.351,True,True,False,complete
LH_353,353,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3458,True,True,False,complete
LH_354,354,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4006,True,True,False,complete
LH_355,355,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1562,True,True,False,complete
LH_356,356,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.153,True,True,False,complete
LH_357,357,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.397,True,True,False,complete
LH_358,358,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2098,True,True,False,complete
LH_359,359,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.245,True,True,False,complete
LH_360,360,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1286,True,True,False,complete
LH_361,361,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4654,True,True,False,complete
LH_362,362,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4558,True,True,False,complete
LH_363,363,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4786,True,True,False,complete
LH_364,364,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3886,True,True,False,complete
LH_365,365,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3618,True,True,False,complete
LH_366,366,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3518,True,True,False,complete
LH_367,367,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3614,True,True,False,complete
LH_368,368,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4114,True,True,False,complete
LH_369,369,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.311,True,True,False,complete
LH_370,370,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1458,True,True,False,complete
LH_371,371,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3954,True,True,False,complete
LH_372,372,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2282,True,True,False,complete
LH_373,373,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1534,True,True,False,complete
LH_374,374,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3694,True,True,False,complete
